Objects
100
,,Global Angle belly:belly,,,,,,Global Angle belly_mc:belly_mc,,,,,,Global Angle left_chest:left_chest,,,,,,Global Angle left_chest_mc:left_chest_mc,,,,,,Global Angle right_chest:right_chest,,,,,,Global Angle right_chest_mc:right_chest_mc,,,,,,Global Angle right_hand:right_hand,,,,,,Global Angle right_hand_mc:right_hand_mc,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
10,0,,,,,,,0.033825,0.073228,1.565674,408.622803,-220.752731,1133.715088,0.101021,-0.088671,-1.230828,-1183.954224,44.064861,1337.055054,0.011208,-0.030511,1.609601,485.825623,-324.020233,1379.935791,-0.089056,0.350390,-1.009844,-1083.158325,-149.137329,1333.436157,0.071208,0.107210,1.661789,472.096405,-136.601730,1393.639160,0.198583,-0.239555,0.344961,-569.211975,-196.825226,1451.758667,0.074926,1.433116,2.998963,340.041748,-72.576904,1482.899170
11,0,,,,,,,0.034159,0.075385,1.562042,408.626068,-220.196426,1133.831543,0.100664,-0.090473,-1.234996,-1183.656860,43.805565,1337.125610,0.027209,-0.016228,1.620802,485.561279,-323.830688,1380.481201,-0.086919,0.345644,-1.011830,-1083.850098,-149.991898,1333.798828,0.076163,0.112016,1.669115,472.565094,-136.224869,1393.721436,0.208526,-0.246632,0.347679,-573.477783,-197.828918,1452.276978,0.078472,1.424993,2.992069,335.443298,-72.067413,1483.354980
12,0,,,,,,,0.034628,0.075594,1.557469,408.640594,-219.557892,1133.981323,0.098917,-0.090251,-1.240426,-1183.263672,43.478401,1337.191895,0.027848,-0.015628,1.618695,485.602661,-323.574707,1380.561523,-0.081126,0.342663,-1.014680,-1084.757446,-151.011703,1334.096313,0.069217,0.110510,1.668686,473.325745,-135.674271,1393.882690,0.210411,-0.255297,0.350645,-578.563721,-198.770691,1453.136230,0.071686,1.429137,2.985109,330.234955,-71.277740,1483.938599
13,0,-0.225484,-0.331463,1.956670,-1135.498413,-47.850834,1125.947998,0.035888,0.077896,1.551767,408.663086,-218.992233,1134.124390,0.098601,-0.089010,-1.249548,-1182.731079,43.050053,1337.283936,0.028768,-0.016396,1.615093,485.659454,-323.320038,1380.654785,-0.076066,0.336014,-1.022718,-1085.785645,-152.143707,1334.343018,0.070145,0.108115,1.656984,473.700073,-135.772186,1393.931641,0.209410,-0.266262,0.354481,-584.304321,-199.776764,1454.383179,0.059099,1.435295,2.978565,324.330658,-70.532707,1484.492798
14,0,-0.226726,-0.331762,1.948297,-1135.008911,-48.593174,1126.270508,0.038109,0.079562,1.548638,408.706390,-218.454437,1134.240601,0.099183,-0.093704,-1.256398,-1182.185303,42.596359,1337.344482,0.029098,-0.013045,1.611592,485.797882,-323.000031,1380.660278,-0.055000,0.331013,-1.044625,-1086.929443,-153.315460,1334.776733,0.063755,0.112536,1.651252,474.365143,-135.711792,1394.153564,0.200911,-0.272701,0.385817,-590.864685,-201.049545,1455.732178,0.055869,1.435420,2.971074,317.741608,-69.798195,1485.006836
15,0,-0.233826,-0.334615,1.939362,-1134.590454,-49.351315,1126.586304,0.032351,0.074261,1.541412,408.730194,-217.894958,1134.301392,0.100410,-0.098726,-1.265294,-1181.689087,42.106079,1337.355591,0.029643,-0.017629,1.606497,485.873779,-322.784576,1380.759033,-0.049977,0.333396,-1.055350,-1087.782593,-154.706131,1335.473145,0.059204,0.110083,1.645192,474.869904,-135.599869,1394.177979,0.199571,-0.290197,0.385614,-597.982544,-202.284302,1457.432007,0.043655,1.444502,2.962236,310.541656,-69.203552,1485.504272
16,0,-0.240723,-0.336795,1.935739,-1134.178589,-50.079281,1126.929443,0.024140,0.067152,1.532802,408.691681,-217.390778,1134.370117,0.102054,-0.102990,-1.274138,-1181.230225,41.560905,1337.349243,0.031150,-0.014929,1.604812,485.980011,-322.544769,1380.817261,-0.045644,0.324728,-1.059366,-1089.044800,-156.245911,1335.762329,0.072786,0.101589,1.653323,475.319336,-135.480148,1394.459961,0.193924,-0.303115,0.393882,-605.958191,-203.715744,1459.313477,0.024382,1.445992,2.956021,302.722137,-68.626617,1485.996094
17,0,-0.248751,-0.329212,1.926374,-1133.966675,-51.127323,1127.143433,0.037848,0.077851,1.540467,409.022827,-216.797058,1134.387939,0.103640,-0.107044,-1.281572,-1180.700073,41.026817,1337.378174,0.037707,-0.011214,1.605595,486.121063,-322.406433,1381.042480,-0.056902,0.318557,-1.057266,-1090.655640,-157.525497,1335.678711,0.037974,0.109290,1.637589,475.799652,-135.458450,1394.725708,0.190596,-0.319863,0.397965,-614.578186,-205.392792,1461.249756,0.007183,1.459236,2.947181,294.491058,-68.072601,1486.617188
18,0,-0.255725,-0.357185,1.946542,-1133.902588,-52.194660,1127.641724,0.038653,0.076623,1.540630,409.221100,-216.051743,1134.524292,0.106148,-0.110246,-1.293060,-1180.182983,40.405209,1337.321167,0.039357,-0.009527,1.604710,486.232819,-322.205231,1381.119263,-0.045147,0.320441,-1.079678,-1091.975586,-158.999908,1336.284058,0.047757,0.109016,1.635330,476.425385,-135.333939,1394.829712,0.181981,-0.328391,0.424187,-624.052002,-207.537537,1463.327515,-0.006281,1.459488,2.936255,285.816956,-67.573776,1487.187134
19,0,0.614310,-0.625149,4.983182,-1133.214722,-57.818161,1127.108398,0.042672,0.079601,1.533984,409.211548,-215.562180,1134.615356,0.103290,-0.114441,-1.303380,-1179.660400,39.803120,1337.226685,0.041056,-0.007207,1.604638,486.353271,-321.976746,1381.189453,-0.045683,0.322331,-1.086323,-1093.110596,-160.541397,1336.843018,0.065083,0.121190,1.639969,477.109222,-134.981628,1394.644043,0.184059,-0.353044,0.423857,-633.944458,-209.513916,1465.236206,-0.113961,1.602189,2.873706,275.881348,-65.572792,1489.043213
20,0,0.643568,-0.655580,4.979659,-1132.973389,-58.871033,1127.271606,0.040907,0.075904,1.537608,409.597931,-215.079453,1134.602173,0.103341,-0.117560,-1.312611,-1179.043335,39.214020,1337.182617,0.045018,-0.003708,1.604368,486.499878,-321.772430,1381.380615,-0.038272,0.312620,-1.091900,-1094.738159,-161.996964,1337.288208,0.073125,0.124810,1.642989,477.670685,-134.723801,1394.716919,0.184055,-0.375396,0.422932,-644.633850,-211.796753,1467.285645,-0.115173,1.564611,2.900709,267.245880,-65.945961,1489.163208
21,0,0.615675,-0.633086,4.970362,-1132.443359,-59.984489,1127.978149,0.041740,0.077547,1.533709,409.772614,-214.646484,1134.649536,0.123420,-0.123341,-1.308334,-1178.235352,38.844261,1337.248169,0.038401,-0.005081,1.607561,486.669250,-321.547974,1381.447510,-0.056300,0.310350,-1.094156,-1096.699097,-163.367737,1337.369263,0.066035,0.114796,1.636472,478.297211,-134.302963,1394.650024,0.164615,-0.420305,0.394732,-655.955750,-213.525787,1468.772095,-0.128170,1.572452,2.883572,257.508972,-65.601074,1489.917358
22,0,0.624103,-0.612343,4.971089,-1132.059937,-61.140141,1128.308472,0.049685,0.086848,1.525863,409.669098,-214.447479,1134.714111,0.097025,-0.138478,-1.330373,-1177.297363,38.530758,1337.033447,0.043109,-0.000830,1.604132,486.777588,-321.258850,1381.488159,-0.036775,0.309182,-1.118295,-1098.236816,-165.120224,1337.967773,0.063988,0.106712,1.629832,478.757874,-134.377243,1395.099854,0.146830,-0.446020,0.377938,-668.188721,-215.510437,1471.651611,-0.171273,1.598672,2.835456,246.545944,-65.152168,1491.295410
23,0,0.577912,-0.639850,4.927563,-1131.014893,-62.001438,1129.001709,0.056313,0.093616,1.524486,409.789215,-214.034622,1134.741333,0.120491,-0.135982,-1.355811,-1176.705322,37.556423,1336.709473,0.043185,-0.000849,1.600657,486.986023,-320.946716,1381.547241,-0.038604,0.311834,-1.126530,-1099.944580,-166.653976,1338.358765,0.063049,0.107158,1.626276,479.473053,-134.145233,1395.161377,0.139466,-0.467138,0.382586,-681.264954,-217.866409,1473.904541,-0.177764,1.588794,2.832762,236.702103,-65.118797,1492.379028
24,0,0.450788,-0.622910,4.891968,-1130.598877,-63.069241,1129.212280,0.063774,0.099660,1.525073,409.883911,-213.667130,1134.791138,0.099673,-0.141114,-1.366603,-1175.754272,37.152901,1336.626343,0.043199,-0.001351,1.596883,487.216339,-320.662506,1381.639526,-0.029674,0.303054,-1.145100,-1101.919922,-168.299927,1338.617554,0.057887,0.105000,1.622173,480.176147,-133.841721,1395.123169,0.128169,-0.492932,0.387210,-695.156921,-220.305054,1476.191040,-0.194382,1.576440,2.826627,226.427170,-65.401352,1493.658569
25,0,0.469778,-0.636513,4.864686,-1130.235596,-64.388123,1129.485718,0.051241,0.090254,1.525276,410.347900,-213.126541,1134.910645,0.099781,-0.146498,-1.381468,-1174.855103,36.458088,1336.346558,0.042939,-0.003536,1.593183,487.486969,-320.370117,1381.709961,-0.039188,0.331891,-1.171348,-1103.722534,-170.071915,1338.609985,0.075480,0.111109,1.629129,480.781830,-133.648499,1395.299561,0.122003,-0.469971,0.474176,-709.809204,-223.961349,1478.186523,-0.203404,1.557214,2.820451,216.100647,-65.742935,1495.245850
26,0,0.504175,-0.608171,4.880966,-1129.544922,-65.333252,1129.381836,0.052991,0.091057,1.523561,410.532684,-212.822662,1135.023193,0.104108,-0.146568,-1.404937,-1173.910156,35.663971,1335.989502,0.043555,-0.002334,1.591360,487.727020,-320.127380,1381.791504,-0.036749,0.351742,-1.194712,-1105.752197,-171.935318,1338.740601,0.063962,0.109501,1.620957,481.346832,-133.409409,1395.394165,0.166169,-0.519554,0.404482,-725.301880,-226.028259,1479.240723,-0.196033,1.533381,2.813891,205.940552,-66.191879,1497.046997
27,0,0.560509,-0.593337,4.846352,-1129.605469,-67.243729,1129.312500,0.054072,0.091393,1.522514,410.733429,-212.517609,1135.119751,0.121200,-0.139250,-1.454758,-1172.881836,34.880108,1335.624512,0.049820,0.005051,1.591537,488.168365,-319.905701,1381.678711,-0.029809,0.342152,-1.214823,-1107.762329,-173.617218,1338.777344,0.033908,0.100950,1.603181,481.912872,-133.218750,1395.533691,0.117809,-0.567809,0.389309,-740.973816,-228.686539,1480.902344,-0.177728,1.488724,2.810398,195.946152,-66.887177,1499.249390
28,0,0.722396,-0.631592,4.759971,-1128.196289,-67.797447,1129.066406,0.048631,0.087907,1.513648,410.865875,-212.388351,1135.148071,0.121344,-0.145443,-1.455054,-1171.942139,33.894661,1335.271973,0.048180,-0.002229,1.590058,488.287415,-319.580475,1381.879150,-0.030491,0.328576,-1.209738,-1110.208374,-175.511749,1338.371582,0.075545,0.116604,1.621921,482.524872,-132.893082,1395.472778,0.102157,-0.604606,0.400128,-756.075989,-231.214478,1483.277832,-0.166203,1.431828,2.824731,186.664291,-68.004005,1501.655029
29,0,0.651981,-0.588289,4.766870,-1128.007202,-68.976799,1129.182007,0.048673,0.086667,1.518944,411.302521,-211.998428,1135.318237,0.114069,-0.147214,-1.482367,-1170.992554,32.991611,1334.990479,0.045019,0.002769,1.587490,488.500488,-319.446472,1382.049805,-0.024590,0.326817,-1.223962,-1112.529907,-177.321060,1337.989258,0.066970,0.106427,1.615463,483.061768,-132.827957,1395.812378,0.098121,-0.632455,0.405009,-772.428284,-234.252014,1484.362427,-0.117746,1.367081,2.811403,176.798431,-69.157204,1504.615723
30,0,0.578368,-0.569790,4.755560,-1127.460938,-70.186577,1128.948730,0.048911,0.086610,1.517999,411.600067,-211.706604,1135.374512,0.122013,-0.146382,-1.504611,-1169.826294,32.103020,1334.626465,0.048905,0.005402,1.587452,488.874329,-319.294739,1381.927002,-0.019652,0.318185,-1.235685,-1114.669922,-179.200317,1337.669434,0.062594,0.104575,1.609672,483.661377,-132.574387,1395.860596,0.092960,-0.661619,0.411343,-789.156433,-237.316147,1485.173950,-0.093236,1.309947,2.810292,166.864304,-70.469742,1507.566895
31,0,0.586847,-0.580997,4.736628,-1126.958130,-71.279320,1128.955688,0.049421,0.087761,1.515872,411.903870,-211.379654,1135.417358,0.124496,-0.147603,-1.529404,-1168.782227,31.114092,1334.403442,0.044484,0.002795,1.585537,488.992676,-319.016174,1382.192261,-0.009756,0.303094,-1.247407,-1116.875610,-180.996490,1337.141357,0.076039,0.107389,1.613693,484.249695,-132.414734,1396.046143,0.084834,-0.686620,0.417023,-806.136902,-240.327972,1485.570068,-0.044576,1.224040,2.821319,156.979156,-72.281662,1510.070190
32,0,0.533388,-0.591204,4.731631,-1126.078369,-72.042183,1129.016479,0.053331,0.077598,1.522087,412.224854,-211.040924,1135.435303,0.130115,-0.166073,-1.550587,-1167.667236,29.905348,1333.898193,0.042258,0.001678,1.592033,489.360504,-318.769257,1382.313354,-0.009439,0.297433,-1.256383,-1118.995850,-182.923752,1336.774902,0.045049,0.097118,1.600642,484.874725,-132.221268,1396.130249,0.078654,-0.713673,0.419220,-823.358582,-243.318924,1485.631470,-0.055060,1.185840,2.821513,145.872375,-73.808205,1512.385986
33,0,0.530701,-0.552835,4.753718,-1125.522949,-73.313606,1128.844604,0.050874,0.084264,1.517546,412.352142,-210.856201,1135.702148,0.112085,-0.170734,-1.519684,-1167.031128,28.923445,1333.849365,0.046110,0.008815,1.597754,489.379944,-318.640289,1382.404419,0.015857,0.263698,-1.259987,-1121.087402,-184.580353,1336.589111,0.050194,0.087143,1.603314,485.376617,-132.039383,1396.439087,0.069830,-0.739259,0.417827,-840.654724,-246.357681,1485.261475,-0.080649,1.169156,2.820139,134.352554,-74.440964,1514.776489
34,0,0.535182,-0.591422,4.692824,-1124.279419,-74.211906,1128.948853,0.059457,0.088209,1.521331,412.711548,-210.469360,1135.699829,0.107530,-0.171422,-1.541702,-1166.225708,27.832861,1333.773071,0.045679,0.005059,1.587710,489.716888,-318.270813,1382.494263,-0.012640,0.327032,-1.286883,-1123.283813,-186.572281,1336.347046,0.080915,0.107021,1.608723,486.130859,-131.775375,1396.591064,0.052117,-0.782252,0.402473,-857.766052,-248.946609,1484.138794,-0.095492,1.158717,2.804307,122.104546,-75.098930,1516.354858
35,0,0.581863,-0.588102,4.717127,-1123.675781,-75.646988,1128.744385,0.054174,0.087797,1.508934,412.673309,-210.388321,1135.983765,0.111353,-0.172007,-1.561468,-1165.180176,26.684065,1333.686401,0.047350,0.006898,1.588754,489.933563,-317.935852,1382.605835,0.001355,0.331974,-1.312982,-1125.689209,-188.562408,1336.097046,0.083853,0.118760,1.601981,486.590424,-131.594360,1396.940430,0.062081,-0.808291,0.397120,-875.096863,-252.243637,1483.266602,-0.111379,1.133265,2.787958,109.443413,-75.676979,1517.515015
36,0,0.516225,-0.582551,4.675253,-1122.873413,-76.697510,1128.788574,0.055807,0.088085,1.508470,413.132721,-209.811005,1136.177979,0.123444,-0.175324,-1.568465,-1164.186646,25.601566,1333.734497,0.048392,0.006790,1.587787,490.158417,-317.623047,1382.735352,0.006896,0.352592,-1.335667,-1127.765747,-190.363281,1336.029175,0.077166,0.098776,1.600498,487.291962,-131.313141,1397.129028,0.065540,-0.839458,0.374656,-892.381409,-255.359711,1481.091797,-0.136420,1.127464,2.769478,96.858345,-76.032372,1518.421265
37,0,0.497620,-0.563753,4.765061,-1120.820435,-77.346581,1128.290771,0.047030,0.093704,1.507841,413.380127,-209.302795,1136.133911,0.110929,-0.180253,-1.592382,-1163.435181,24.355608,1333.973389,0.048085,0.005237,1.584467,490.399750,-317.363312,1382.833374,0.015523,0.343407,-1.338463,-1129.988281,-192.193771,1335.458008,0.108630,0.109885,1.617380,488.082703,-130.791855,1396.701782,0.045273,-0.873645,0.356770,-908.928223,-258.690765,1479.602539,-0.150800,1.136332,2.715048,83.828514,-75.500122,1519.448975
38,0,0.555102,-0.500039,4.835549,-1121.260742,-78.466469,1128.573730,0.056818,0.090248,1.501172,413.763275,-209.031067,1136.386353,0.112642,-0.176766,-1.612399,-1162.772095,23.191313,1334.194946,0.048276,0.004448,1.581156,490.681580,-317.172516,1382.941040,0.028934,0.327132,-1.361651,-1131.929443,-193.880219,1335.550537,0.104939,0.103684,1.617665,488.548920,-130.719177,1396.919556,0.054490,-0.889991,0.369410,-924.528687,-260.409302,1477.143311,-0.176387,1.126578,2.696262,71.472511,-75.460091,1519.780884
39,0,0.547285,-0.492555,4.786237,-1120.712891,-78.889038,1129.112915,0.056983,0.090818,1.497578,414.059326,-208.614594,1136.495972,0.112257,-0.178695,-1.620889,-1162.066895,22.056566,1334.524658,0.049035,0.005747,1.579928,490.941071,-317.021576,1383.049683,0.017678,0.323819,-1.371129,-1133.549805,-195.631317,1335.798950,0.120835,0.098534,1.623687,488.915558,-130.740005,1397.286377,0.052399,-0.916557,0.361140,-939.471436,-262.764832,1474.870361,-0.195508,1.115821,2.682579,59.710972,-75.331100,1519.644409
40,0,0.431820,-0.500835,4.715277,-1121.922852,-79.572945,1129.340942,0.055386,0.090843,1.493908,414.364502,-208.230362,1136.586426,0.113998,-0.183072,-1.631765,-1161.472656,20.987631,1334.858643,0.052094,0.017321,1.584435,491.188690,-316.807434,1383.355713,0.022280,0.339644,-1.360095,-1134.635742,-197.260162,1335.632813,0.126594,0.124961,1.620864,489.264343,-130.684250,1397.450928,0.034814,-0.919517,0.395448,-952.880920,-264.290558,1472.946411,-0.187666,1.053475,2.683085,48.927227,-74.964867,1518.873169
41,0,0.437606,-0.462619,4.735878,-1122.454346,-80.458214,1129.266724,0.048584,0.097429,1.489419,414.678284,-207.806671,1136.539917,0.117530,-0.182972,-1.642971,-1160.968628,20.049580,1335.274658,0.051577,0.015071,1.583631,491.497253,-316.766174,1383.474487,0.025608,0.334224,-1.371099,-1136.169312,-198.392639,1335.448853,0.125895,0.115793,1.620079,489.488953,-130.585571,1397.526367,0.025727,-0.925064,0.393299,-965.494324,-266.026428,1470.273682,-0.217529,1.042444,2.660808,38.310917,-74.178680,1517.895996
42,0,0.547341,-0.578980,4.720971,-1123.392212,-80.844772,1129.331421,0.049493,0.097701,1.485990,414.925354,-207.478836,1136.603271,0.118790,-0.174413,-1.656363,-1160.482178,19.279224,1335.737427,0.052743,0.014245,1.584681,491.809845,-316.796600,1383.600952,0.025645,0.342251,-1.383428,-1137.672119,-199.556412,1335.045166,0.127525,0.114486,1.621266,489.645203,-130.624878,1397.642822,0.039362,-0.941472,0.396556,-977.230103,-267.768158,1467.774170,-0.239876,1.030281,2.639749,28.678864,-73.240074,1516.613037
43,0,0.397462,-0.416757,4.777960,-1121.839722,-80.918114,1129.918579,0.052143,0.098882,1.483780,415.147736,-207.169983,1136.675171,0.123353,-0.176586,-1.661089,-1160.097778,18.609245,1336.138062,0.053187,0.012285,1.586620,492.141663,-316.905273,1383.713013,0.034280,0.347039,-1.372164,-1138.868774,-200.513596,1334.664795,0.125541,0.114377,1.620045,489.770966,-130.854080,1397.919189,0.048324,-0.951996,0.397995,-987.531799,-269.142639,1465.434692,-0.294109,1.024354,2.619413,20.215992,-72.015236,1515.605713
44,0,0.517888,-0.580454,4.713548,-1123.927002,-81.483238,1129.852295,0.054856,0.099811,1.482531,415.363586,-206.903427,1136.736450,0.133444,-0.179862,-1.664983,-1159.644897,17.862537,1336.440430,0.054784,0.012258,1.592631,492.464386,-317.128235,1383.774048,0.055122,0.347261,-1.389013,-1140.459595,-201.398590,1334.216309,0.130164,0.103886,1.620019,489.731598,-131.267670,1398.255981,0.055797,-0.961698,0.399526,-996.458740,-270.209076,1462.907227,-0.341544,1.018702,2.602925,12.857574,-71.335144,1513.809570
45,0,0.507569,-0.577595,4.708630,-1124.155640,-81.760483,1129.925659,0.055797,0.099718,1.480177,415.519196,-206.678970,1136.783936,0.132331,-0.181780,-1.675697,-1159.393799,17.173637,1336.801636,0.055686,0.012285,1.591938,492.734589,-317.473663,1383.715210,0.042500,0.339722,-1.394104,-1141.281250,-202.307602,1333.847534,0.114937,0.100296,1.612678,489.609833,-131.800934,1398.589966,0.067109,-0.958497,0.412040,-1004.521118,-271.076569,1461.277222,-0.336829,1.002481,2.579856,6.586738,-70.419655,1512.255493
46,0,0.494448,-0.571350,4.703032,-1124.395874,-81.997528,1129.939575,0.057029,0.100260,1.477993,415.612854,-206.506088,1136.844604,0.135339,-0.196124,-1.658582,-1159.266968,16.277859,1336.806396,0.057891,-0.002025,1.597520,493.177307,-317.938721,1383.442505,0.044443,0.346125,-1.398146,-1142.353027,-203.130264,1333.474121,0.096034,0.103802,1.610924,489.905426,-131.572006,1398.156128,0.073472,-0.960078,0.418225,-1011.274597,-271.607056,1459.623413,-0.362379,0.972567,2.568340,1.619660,-69.330688,1510.903442
47,0,0.483450,-0.568202,4.697915,-1124.629150,-82.251793,1129.919189,0.057093,0.099974,1.476378,415.643860,-206.405899,1136.875610,0.143852,-0.174425,-1.682169,-1159.049438,15.967428,1337.375000,0.060340,-0.000158,1.603097,493.546875,-318.481506,1383.389771,0.047707,0.340140,-1.398720,-1143.062866,-203.633362,1333.026489,0.151967,0.118086,1.638113,489.579407,-132.233185,1398.374146,0.082242,-0.961862,0.427135,-1016.905518,-271.913605,1458.432617,-0.374889,0.960532,2.557019,-2.402094,-68.331314,1509.342773
48,0,0.480100,-0.563428,4.696314,-1124.881836,-82.465012,1129.889038,0.058069,0.099234,1.475710,415.621826,-206.390961,1136.892090,0.144996,-0.173543,-1.681952,-1159.025391,15.367599,1337.610107,0.059641,-0.003202,1.604758,493.941376,-319.059723,1383.292114,0.071233,0.339422,-1.413564,-1144.102295,-204.120972,1332.533203,0.150348,0.116322,1.638025,489.270447,-132.918213,1398.710815,0.084474,-0.965926,0.431278,-1021.408569,-271.915619,1457.570313,-0.377299,0.934650,2.546524,-5.543709,-67.545502,1507.823242
49,0,0.544616,-0.559888,4.690085,-1125.443115,-82.974495,1129.834717,0.058904,0.098548,1.475592,415.559235,-206.439606,1136.907837,0.141707,-0.191296,-1.667460,-1159.118652,14.676868,1337.462402,0.060571,-0.006308,1.608734,494.255219,-319.660706,1383.185059,0.053570,0.340332,-1.407564,-1144.740356,-204.907227,1332.432373,0.150135,0.112650,1.639365,488.951569,-133.656631,1399.103638,0.087068,-0.970606,0.433846,-1024.769897,-271.706970,1457.171387,-0.399759,0.954590,2.531520,-7.868065,-66.488976,1506.609497
