x,y,z
4.005000035572006,-13.441270843115204,0.041099922134244855
4.138877638318839,-13.416666564853871,0.04179846906198106
4.272495199679452,-13.390694445149588,0.04251715492058333
4.4058387919158895,-13.363355496358057,0.04325661531947314
4.538894502385562,-13.334650873665757,0.044017554752836044
4.671648433542009,-13.304581875089799,0.04480074659962564
4.8040867029349,-13.273149941477927,0.04560703312356354
4.936195443210783,-13.240356656508334,0.04643732547314417
5.067960802110085,-13.20620374669041,0.04729260368161576
5.199368942471613,-13.17069308136362,0.04817391666700865
5.330406042229555,-13.133826672698248,0.04908238223211654
5.461058294414224,-13.095606675695217,0.050019187064501175
5.5913119071520665,-13.056035388186082,0.05098558673649232
5.721153103666392,-13.015115250832793,0.05198290570519351
5.850568122274429,-12.972848847128638,0.05301253731245922
5.979543216391748,-12.92923890339685,0.05407594378492886
6.10806465452931,-12.884288288791522,0.055174656234004305
6.236118720294208,-12.83800001529738,0.05631027465585541
6.363691712389658,-12.79037723772979,0.0574844679314201
6.490769944615013,-12.741423253734746,0.05869897382640429
6.6173397458664684,-12.691141503788593,0.0599555989912892
6.743387460134193,-12.639535571199168,0.06125621896130254
6.868899446506644,-12.586609182104093,0.06260277815646133
6.993862079167689,-12.5323662054719,0.0639972898815436
7.118261747397323,-12.476810653101765,0.06544183632609538
7.242085006221464,-12.419946696999125,0.06694082299430831
7.365318494730841,-12.361778621078487,0.06849915340298744
7.487948591848508,-12.302310792283404,0.07011740907315366
7.609961689631837,-12.24154772059859,0.07179645764087415
7.731344197652853,-12.179494059787187,0.0735375224307031
7.852082542998932,-12.116154607390452,0.07534218245569034
7.972163170272804,-12.051534304727744,0.07721237241738134
8.091572541593225,-11.985638236896152,0.07915038270582847
8.21029713659227,-11.918471632771999,0.08115885939954652
8.328323452419406,-11.850039865008597,0.0832408042655788
8.445638003738772,-11.780348450037732,0.0853995747594534
8.562227322729855,-11.709403048069298,0.08763888402519415
8.6780779590875,-11.6372094630913,0.0899628008953205
8.793176480022549,-11.563773642869426,0.09237574989086152
8.907509470259242,-11.489101678948726,0.09488251122130058
9.021063532039136,-11.41319980665111,0.09748822078465759
9.13382528511848,-11.336074405077005,0.10019837016743463
9.245781366768876,-11.25773199710495,0.10301880664462948
