213
512
810
1110
1417
1722
2022
2307
2590
2891
3194
3498
3802
4101
4400
4684
4971
5281
5587
5886
6184
6475
6766
7053
7347
7664
7971
8268
8562
8853
9144
9436
9740
10054
10357
10647
