x,y,z
95.22397851662652,124.76477767308018,-40.15473633569627
92.2429318989607,128.58069321931748,-31.4383757122896
88.90795585950451,131.90636610399906,-22.245496103314963
86.67913851460918,135.42680427178857,-13.128095501872622
84.08707632831937,138.16775070953963,-3.265476182757311
82.29624785721978,140.62918148855,6.464095952790785
80.41290848187424,142.60380582054836,17.173945934767744
79.00884753280172,144.08731185084082,27.806904363030526
77.46244111440478,145.1455568572013,39.4221438532245
76.095805999287,146.05344562762764,50.85568514926672
74.48078394085047,147.17726730120194,62.71951845209696
73.44112318202735,148.0421429232225,74.1436589230234
71.91605570496421,148.90816583276694,85.53500983554
71.03313189115067,149.68725846681787,97.0570482324456
70.27272440028565,150.14178384782826,108.85430803156964
69.7027061466186,149.98404351316867,121.0192281926902
69.3760412737347,149.89634483550196,133.02512837527934
69.47390065439737,148.96225551664463,144.61651276044608
69.35691294948458,147.81975323300014,156.1980562923245
69.1564130786553,146.27791340076226,167.46000712604314
69.00965451842023,144.4266945545471,178.37631668113409
68.89401009118677,142.31940916852125,188.9087681470637
68.79373913194155,139.87382307355165,199.24680239754366
68.80382419652909,137.1414170394728,209.27062018723245
68.89336772618788,133.57345064272113,218.6536460074583
69.27187601387726,130.1252916553908,227.34183507993362
69.69644778328228,126.13245520744874,236.0606321936957
70.40235047883039,121.5144649077622,243.5407761139736
71.11755828971036,116.79989168163559,251.09492525908695
72.06375866632004,111.57021411204278,258.06032129535174
73.10321165544968,105.94886329630538,264.4304424596146
74.30979921498209,100.00777478152213,270.2246371956909
75.53935694315891,93.85635701566639,275.36121905130926
76.78525097740754,87.32689893019221,279.5562272326209
78.13419097901567,80.48224045404697,282.7154297202361
79.40071831295836,73.16732791824143,284.71889461705246
80.72505576648439,65.59335151832761,285.8477607134256
82.2594531472036,57.702785099435005,286.1686809800451
83.66711509893588,49.722627349024606,285.8119583467228
85.53940897991669,41.34860823029271,284.56158130662357
87.5654847584504,32.64461640646982,282.7302824896991
89.65823845195644,23.848485298117794,280.08715869651917
92.00072545831654,14.939114329546442,276.6456158785554
94.42488781203707,5.995303425583529,272.5114890756305
96.89170659497506,-3.2625470452175023,267.18745116689456
99.23707087126297,-12.239123379315515,261.1854161584139
101.60745953157391,-21.278724933433182,254.54650971262208
104.02169116969486,-30.261796544649656,247.22044864855525
106.6738885135021,-39.32916809117978,239.39101927389152
109.1548606637686,-48.358059476671315,230.89784747385693
111.73812068579764,-57.16705058179332,221.9421145556057
114.14414186938774,-65.76114740143976,212.7406802926048
116.88881783547919,-73.85935531988207,202.65066184046486
119.39971898811524,-81.84674270908442,191.82284354834155
121.55417005174712,-89.59870924701806,180.71512948150394
124.03246809392596,-96.97729759371123,169.0969930607937
126.32391591432116,-103.74652815437912,156.81927324826574
128.5752359472072,-110.25186724862476,144.3596108385152
130.5690406159427,-116.44421177367985,131.50829859467467
132.69186429711522,-122.22269388383586,118.4306572930077
134.54159736417057,-127.31604088950644,105.58287273540464
136.6878565010433,-131.83234703160088,91.78279399353778
138.61037402086015,-135.84002641855875,78.05839533413155
140.40834571059116,-139.45462313545238,64.01342874056854
142.0835066701237,-142.25002694404077,49.94646813881104
143.78904496465015,-144.24932742842952,35.776845722409234
145.12758718530029,-146.08369860057644,21.604736748597816
146.49517309187763,-146.93485085230657,7.634004936033762
147.76268152184304,-147.47477085837954,-6.093350359478336
148.77420531076746,-147.224015155826,-19.89946305645367
149.827364629412,-146.47114725567155,-33.30609729709954
150.6380314086714,-145.13552596804266,-46.28863543142256
151.41860053712907,-143.2535743505441,-58.90933649857584
152.27586886353578,-140.452485266895,-71.1672748344979
152.66581051625434,-137.1981717010143,-83.25111305304017
152.87598535840164,-133.3107157750676,-95.09551866784454
152.90731060783958,-128.6204661304431,-106.40886287771218
152.6259456871319,-123.27553117620914,-117.44201375952957
152.0894531782705,-117.41098445781063,-127.74342584115766
151.0210713256222,-110.96718684188625,-137.37146822919112
150.14195271614744,-103.831965716431,-146.21529175521619
149.09060091228326,-96.36703181170958,-154.58504941477054
148.17765939135887,-88.3449025553632,-162.18873604793566
146.81213173806543,-79.79399080987173,-169.03354030845617
145.2177771674859,-70.81944682363701,-175.20475576459717
143.40146769851077,-61.405380405199026,-180.55066713157294
140.95555190614493,-51.84757122820599,-185.10541123741427
138.63726929371023,-42.048878569165936,-188.74844465611432
136.2283041932664,-31.717966936713424,-191.89525501196658
133.51509967296192,-21.56575773106931,-193.82083999324254
130.55889096683683,-11.158530132874262,-195.50480433352232
